timestamp,datetime,open,high,low,close,volume,source
1787665500000,2026-08-25T13:45:00.000Z,97.527,97.527,96.232,97.095,10173.17945,bitstamp
1787666400000,2026-08-25T14:00:00.000Z,97.138,97.935,96.888,97.718,6385.59353,bitstamp
1787667300000,2026-08-25T14:15:00.000Z,97.742,98.193,97.384,98.046,7621.08781,bitstamp
1787668200000,2026-08-25T14:30:00.000Z,97.983,98.402,97.686,97.999,10482.22747,bitstamp
1787669100000,2026-08-25T14:45:00.000Z,98,98.356,98,98.199,4167.70944,bitstamp
1787670000000,2026-08-25T15:00:00.000Z,98.235,98.299,97.755,97.805,4284.43283,bitstamp
1787670900000,2026-08-25T15:15:00.000Z,97.728,98.09,97.631,97.964,3785.97155,bitstamp
1787671800000,2026-08-25T15:30:00.000Z,97.969,98.451,97.867,98.087,5023.26845,bitstamp
1787672700000,2026-08-25T15:45:00.000Z,98.077,98.413,97.841,98.378,2869.48249,bitstamp
1787673600000,2026-08-25T16:00:00.000Z,98.388,98.575,98.019,98.082,2799.4608,bitstamp
1787674500000,2026-08-25T16:15:00.000Z,98.056,98.277,97.78,98.074,3423.58189,bitstamp
1787675400000,2026-08-25T16:30:00.000Z,98.054,98.647,98.022,98.392,2823.98435,bitstamp
